Row,Column,Well,Set,Plate,Wavelength,A562,Input,RandN,Fraction
H,6,H6,2,2A,562,0.723,Un,P94,Z
A,7,A7,2,2A,562,0.429,Un,P95,Z
B,7,B7,2,2A,562,0.653,Un,P96,Z
C,7,C7,2,2A,562,0.697,Un,P97,Z
D,7,D7,2,2A,562,0.688,Un,P98,Z
E,7,E7,2,2A,562,0.759,Un,P99,Z
F,7,F7,2,2A,562,0.541,Un,P100,Z
G,7,G7,2,2A,562,0.697,Un,P101,Z
H,7,H7,2,2A,562,0.858,Un,P102,Z
A,8,A8,2,2A,562,0.849,Un,P103,Z
B,8,B8,2,2A,562,1.135,Un,P104,Z
C,8,C8,2,2A,562,1.025,Un,P105,Z
D,8,D8,2,2A,562,0.706,Un,P106,Z
E,8,E8,2,2A,562,0.855,Un,P107,Z
F,8,F8,2,2A,562,0.774,Un,P108,Z
A,9,A9,2,2A,562,0.724,Un,P55,Z
B,9,B9,2,2A,562,1.281,Un,P56,Z
C,9,C9,2,2A,562,0.829,Un,P57,Z
D,9,D9,2,2A,562,0.904,Un,P58,Z
E,9,E9,2,2A,562,0.972,Un,P59,Z
F,9,F9,2,2A,562,1.187,Un,P60,Z
G,9,G9,2,2A,562,0.751,Un,P61,Z
H,9,H9,2,2A,562,1.538,Un,P62,Z
A,10,A10,2,2A,562,0.953,Un,P63,Z
B,10,B10,2,2A,562,0.911,Un,P64,Z
C,10,C10,2,2A,562,0.98,Un,P65,Z
D,10,D10,2,2A,562,1.206,Un,P66,Z
E,10,E10,2,2A,562,1.144,Un,P67,Z
F,10,F10,2,2A,562,0.763,Un,P68,Z
G,10,G10,2,2A,562,1.37,Un,P69,Z
H,10,H10,2,2A,562,1.155,Un,P70,Z
A,11,A11,2,2A,562,1.344,Un,P71,Z
B,11,B11,2,2A,562,1.199,Un,P72,Z
C,11,C11,2,2A,562,1.281,Un,P73,Z
D,11,D11,2,2A,562,1.188,Un,P74,Z
E,11,E11,2,2A,562,1.079,Un,P75,Z
F,11,F11,2,2A,562,1.319,Un,P76,Z
G,11,G11,2,2A,562,1.231,Un,P77,Z
H,11,H11,2,2A,562,0.859,Un,P78,Z
A,12,A12,2,2A,562,0.686,Un,P79,Z
B,12,B12,2,2A,562,0.867,Un,P80,Z
C,12,C12,2,2A,562,0.958,Un,P81,Z
A,1,A1,2,2B,562,2.253,Standard,Std_A,Z
B,1,B1,2,2B,562,1.783,Standard,Std_B,Z
C,1,C1,2,2B,562,1.331,Standard,Std_C,Z
D,1,D1,2,2B,562,1.068,Standard,Std_D,Z
E,1,E1,2,2B,562,0.782,Standard,Std_E,Z
F,1,F1,2,2B,562,0.443,Standard,Std_F,Z
G,1,G1,2,2B,562,0.265,Standard,Std_G,Z
H,1,H1,2,2B,562,0.127,Standard,Std_H,Z
A,2,A2,2,2B,562,0.066,Standard,Std_I,Z
B,2,B2,2,2B,562,0.878,Un,P55,Z
C,2,C2,2,2B,562,1.222,Un,P56,Z
D,2,D2,2,2B,562,0.908,Un,P57,Z
E,2,E2,2,2B,562,0.859,Un,P58,Z
F,2,F2,2,2B,562,0.941,Un,P59,Z
G,2,G2,2,2B,562,1.225,Un,P60,Z
H,2,H2,2,2B,562,0.858,Un,P61,Z
A,3,A3,2,2B,562,1.745,Un,P62,Z
B,3,B3,2,2B,562,1.086,Un,P63,Z
C,3,C3,2,2B,562,0.753,Un,P64,Z
D,3,D3,2,2B,562,0.892,Un,P65,Z
E,3,E3,2,2B,562,1.046,Un,P66,Z
F,3,F3,2,2B,562,0.95,Un,P67,Z
G,3,G3,2,2B,562,0.819,Un,P68,Z
H,3,H3,2,2B,562,1.377,Un,P69,Z
A,4,A4,2,2B,562,1.26,Un,P70,Z
B,4,B4,2,2B,562,1.25,Un,P71,Z
C,4,C4,2,2B,562,1.015,Un,P72,Z
D,4,D4,2,2B,562,1.125,Un,P73,Z
E,4,E4,2,2B,562,1.152,Un,P74,Z
F,4,F4,2,2B,562,1.088,Un,P75,Z
G,4,G4,2,2B,562,1.238,Un,P76,Z
H,4,H4,2,2B,562,1.13,Un,P77,Z
A,5,A5,2,2B,562,0.788,Un,P78,Z
B,5,B5,2,2B,562,0.643,Un,P79,Z
C,5,C5,2,2B,562,0.789,Un,P80,Z
D,5,D5,2,2B,562,0.885,Un,P81,Z
E,5,E5,2,2B,562,0.819,Un,P82,Z
F,5,F5,2,2B,562,1.282,Un,P83,Z
G,5,G5,2,2B,562,0.651,Un,P84,Z
H,5,H5,2,2B,562,0.802,Un,P85,Z
A,6,A6,2,2B,562,1.44,Un,P87,Z
B,6,B6,2,2B,562,1.086,Un,P88,Z
C,6,C6,2,2B,562,0.812,Un,P89,Z
D,6,D6,2,2B,562,0.808,Un,P90,Z
E,6,E6,2,2B,562,0.902,Un,P91,Z
F,6,F6,2,2B,562,1.144,Un,P92,Z
G,6,G6,2,2B,562,0.901,Un,P93,Z
H,6,H6,2,2B,562,0.697,Un,P94,Z
A,7,A7,2,2B,562,0.455,Un,P95,Z
B,7,B7,2,2B,562,0.657,Un,P96,Z
C,7,C7,2,2B,562,0.808,Un,P97,Z
D,7,D7,2,2B,562,0.671,Un,P98,Z
E,7,E7,2,2B,562,0.81,Un,P99,Z
F,7,F7,2,2B,562,0.573,Un,P100,Z
G,7,G7,2,2B,562,0.633,Un,P101,Z
H,7,H7,2,2B,562,0.783,Un,P102,Z
A,8,A8,2,2B,562,1.004,Un,P103,Z
B,8,B8,2,2B,562,1.097,Un,P104,Z
C,8,C8,2,2B,562,1.068,Un,P105,Z
D,8,D8,2,2B,562,0.698,Un,P106,Z
E,8,E8,2,2B,562,0.832,Un,P107,Z
F,8,F8,2,2B,562,0.699,Un,P108,Z
A,9,A9,2,2B,562,0.749,Un,P82,Z
B,9,B9,2,2B,562,1.195,Un,P83,Z
C,9,C9,2,2B,562,0.623,Un,P84,Z
D,9,D9,2,2B,562,0.828,Un,P85,Z
E,9,E9,2,2B,562,1.442,Un,P87,Z
F,9,F9,2,2B,562,1.294,Un,P88,Z
G,9,G9,2,2B,562,0.862,Un,P89,Z
H,9,H9,2,2B,562,0.774,Un,P90,Z
A,10,A10,2,2B,562,0.977,Un,P91,Z
B,10,B10,2,2B,562,1.111,Un,P92,Z
C,10,C10,2,2B,562,0.93,Un,P93,Z
D,10,D10,2,2B,562,0.812,Un,P94,Z
E,10,E10,2,2B,562,0.505,Un,P95,Z
F,10,F10,2,2B,562,0.678,Un,P96,Z
G,10,G10,2,2B,562,0.903,Un,P97,Z
H,10,H10,2,2B,562,0.711,Un,P98,Z
A,11,A11,2,2B,562,0.814,Un,P99,Z
B,11,B11,2,2B,562,0.637,Un,P100,Z
C,11,C11,2,2B,562,0.652,Un,P101,Z
D,11,D11,2,2B,562,0.99,Un,P102,Z
E,11,E11,2,2B,562,0.948,Un,P103,Z
F,11,F11,2,2B,562,0.981,Un,P104,Z
G,11,G11,2,2B,562,0.927,Un,P105,Z
H,11,H11,2,2B,562,0.66,Un,P106,Z
A,12,A12,2,2B,562,0.819,Un,P107,Z
B,12,B12,2,2B,562,0.688,Un,P108,Z
